file;LSmin;LSmax;LSsum;LSmean;LSstandardDev;LSvarience;LSmedian;DSmin;DSmax;DSsum;DSmean;DSsd;DSvarience;DSmedian
Astar_OD1_edges;0.56982665537;0.95846019367;16.494373121069998;0.8681249011089472;0.08084701351742295;0.006536239594686368;0.86349844945;0.0;0.49811668828;0.49811668828;0.026216667804210527;0.1112279015068338;0.01237164607361392;0.0
Astar_OD2_edges;0.81958463932;0.95846019367;13.712153432240001;0.8570095895150001;0.04149495015947596;0.0017218308887373942;0.8360928205;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Astar_OD3_edges;0.81119322364;0.93390827974;17.460615060419997;0.8730307530209999;0.047840528784757454;0.0022887161944052064;0.8810865450450001;0.0;0.0;0.0;0.0;0.0;0.0;0.0
